,Open,High,Low,Close,Volume,SMA_10,SMA_30,RSI,MACD,MACD_Signal,MACD_Diff,Bollinger_High,Bollinger_Low,Bollinger_Mid,ATR,OBV,Daily_Return
2015-02-23,0.06604582052452002,0.056848019378784476,0.12043800629994494,0.06105646479516924,0.03192461894606466,0.042280555583327994,0.05125688202089085,0.3986808780259277,0.49758668947783835,0.47003015570337514,0.4974230178949483,0.04578123076479368,0.058602244223937006,0.04694577710681258,0.08259249429129509,0.35567077451078705,0.5521359030138763
2015-02-24,0.06231734137506151,0.05896702521215702,0.12187321099313575,0.06498134593512239,0.02997427693248063,0.04355607551049734,0.050312817816150046,0.4339155062448055,0.505667194313594,0.47480828975889217,0.5080186534874128,0.044843094927028315,0.058888602916454036,0.04660550021059651,0.07737094925595286,0.36489675673222743,0.5853393710300027
2015-02-25,0.06756739664006328,0.06078292356998449,0.12302110574340375,0.06883045391494025,0.05072966919250478,0.04478729434797868,0.04960203375693484,0.46768328525260344,0.5153990532515719,0.4810275981301409,0.5198276958183402,0.04462595099953748,0.05897590235082606,0.046537230063493085,0.07328674009410965,0.37846009348113874,0.584638002457731
2015-02-26,0.0709160128675912,0.07508636240348343,0.13062826327343102,0.08083218696739947,0.062484668703243734,0.047251922603901986,0.049270785122294325,0.5608121732327813,0.5324839038450176,0.49021077013585557,0.5441137178077995,0.04774587549560794,0.05738248576223037,0.04734886953458961,0.07752156329869977,0.39447992923086744,0.6436689696296076
2015-02-27,0.08354699666096155,0.07622118066130712,0.1396697815507596,0.0786429632285649,0.042794257013523705,0.051010189218531954,0.04906449688014758,0.5387875976466185,0.5443948933943795,0.5004907938663127,0.5531013664959861,0.04908193261538951,0.05667948735732076,0.04768613642670316,0.07075111265990144,0.38257489387711424,0.5409155757497546
2015-03-02,0.0795142807248328,0.07682676295338842,0.13988520207724553,0.08400209467967445,0.03460148011522433,0.05440339110277814,0.04945240994949085,0.5780821157542619,0.5578293246338263,0.5120234982866579,0.5633658842108425,0.05271400204916077,0.05596299241318625,0.0491993020971947,0.0649422610958901,0.3927678450877583,0.5949631084746235
2015-03-03,0.08400362538706718,0.07448069244810196,0.13486187700701002,0.077359876158002,0.02885165738857917,0.056457257344171397,0.04918973024901052,0.5100146902222789,0.5632213302135376,0.5225776265141321,0.5553473901539415,0.054442599996314955,0.05595414457105341,0.05008525612903836,0.0644214600973706,0.38377646209240657,0.5092884004594951
2015-03-04,0.07654649260257917,0.06706430145612752,0.13026908297580508,0.07215175471561508,0.043903472144960674,0.058342496996216076,0.04947588318747176,0.4604576818148895,0.5633362013859822,0.5310492200277115,0.5382830140243111,0.05434455310682973,0.05597681286807177,0.050046069129682236,0.06164461311701319,0.3716396286973538,0.51917578505646
2015-03-05,0.07616592815549683,0.0753129183786182,0.1362251382160493,0.07871827669308762,0.03972665722102401,0.060334529476128496,0.049833089145052134,0.5143959171345613,0.5682265859729229,0.5390309183062123,0.5342687920765484,0.05603353207230366,0.05573082041144484,0.05079324163453458,0.06279241874652855,0.3829036129121173,0.6040134293681333
2015-03-06,0.07631817066686242,0.06941025401147771,0.12101198005507918,0.06052804468854278,0.048072914642041865,0.06021595726052986,0.04904548407603826,0.3638881841046436,0.558066240010139,0.5429139463046343,0.5006841171974448,0.05514482230932194,0.05533308497436784,0.05013694684813941,0.07417803290654129,0.36989547098840925,0.42622017536499424
2015-03-09,0.06193700834109617,0.057983346195351504,0.12015111665975176,0.0646796323814186,0.024035451990086096,0.0605954172372275,0.04882240778719038,0.39879060598877386,0.5531386177789557,0.5448067741998359,0.48437633471103975,0.05523597549321435,0.05544998799296519,0.05024225224842327,0.07060854481869619,0.3778803882890307,0.5870230325695734
2015-03-10,0.06033885471753997,0.05435068542098476,0.1183568927025308,0.056150286754292345,0.044373967022464454,0.05967052667359718,0.048279403193729586,0.3380573944989704,0.5427696319114735,0.5437673212217553,0.4603491031813292,0.05509236898285297,0.05595424918583847,0.050419992990676676,0.06719880125419148,0.36564523330787985,0.49431444354346565
2015-03-11,0.05912170368348879,0.049734712281396476,0.10910005810121493,0.04701766725162926,0.047070934810320854,0.05738603959925248,0.04745641492774988,0.2803284415406763,0.5277990625048691,0.5392487471540836,0.43184104015736147,0.05571878653489781,0.05423822904444919,0.04988607114134114,0.0684277846731802,0.3528464799471584,0.4891552129807959
2015-03-12,0.052501379030053696,0.052837125628295456,0.11347718153629849,0.05841467072577888,0.04157445547925466,0.0550382182555893,0.047202391307934466,0.3772830545497868,0.5249311743580248,0.5349275729414371,0.43345854278606294,0.055713603665027533,0.05436219840851719,0.04994528280312538,0.07253075493940608,0.3644966074851019,0.6417111994815999
2015-03-13,0.059273487965115224,0.05139922947455555,0.112113636631054,0.05373489277408294,0.03824882074681343,0.0524295572954635,0.04654127802884511,0.3464114487657853,0.5194108367631938,0.530111062758372,0.42939973922645674,0.05460879213540226,0.056669700681265645,0.05052803993523758,0.07146783582667937,0.3535414538933387,0.5221236259336743
2015-03-16,0.0584365002533922,0.059118224819775245,0.12000730392074499,0.06769845346903547,0.037610100492880244,0.05072205159317267,0.04697588370612682,0.4516334855429988,0.5259850001033464,0.5278769658425797,0.4505601410295434,0.05457443238596271,0.058417035512580706,0.051382551626929396,0.0747807567332694,0.36436313102990037,0.6599511744360105
2015-03-17,0.06125185248372289,0.054955924326429706,0.1176391787273986,0.05886739428820542,0.03476166284417504,0.0487853052041769,0.04691157866285234,0.3916874354149961,0.5247084836584001,0.5257753027364218,0.4516453091781483,0.05455033081848826,0.05856084462834832,0.05144192192406494,0.07585041038068158,0.35413670566102634,0.49236767295892137
2015-03-18,0.05957801746157598,0.06418865402175944,0.11563002775743836,0.0707177342522648,0.03925884322601313,0.04863511801060838,0.04683418713244214,0.4717799726159792,0.5329478704676991,0.5261232013756346,0.471717120080923,0.05480986076129146,0.060055041529705644,0.05232145325796567,0.08601677057203919,0.3653029285266496,0.6437067250147132
2015-03-19,0.06832855288711959,0.06585347377277218,0.12840337124807044,0.0724536981171251,0.03182341563195772,0.04797901895256951,0.047112415566907706,0.4828838586608128,0.5408940410859893,0.5283585349553556,0.4871828405465384,0.05539551667189213,0.06080739500867538,0.052998663505300025,0.080550560521222,0.3749153341897489,0.5691280937024394
2015-03-20,0.07464436935817187,0.07296723043341036,0.13450314765193971,0.07781282956823465,0.06915939588993905,0.049789281357368154,0.04728781653288816,0.5173003568323116,0.5512620284598794,0.5327002712003803,0.5044427916635015,0.056636970206552895,0.06124432230217136,0.05385621367410609,0.07700388488050247,0.3923300199052191,0.5952727865039927
2015-03-23,0.0792097921145214,0.07637255180235947,0.13787581102033952,0.08219051088654983,0.046252595429363434,0.05162322289921972,0.047982385795777405,0.544744095424204,0.5626665121654306,0.5389824020380815,0.5203424657233895,0.05845306196089106,0.06161810298477377,0.05497822931147611,0.07285032502487965,0.40495776093456487,0.5879636936724432
